card_strategy,base_strategy,legs,season,week,weekly_rank,game_id,matchup,side,result,straight_units,abs_pred_edge,market_residual,total_bin,line_provider
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2022,13,1,401415666,Memphis at SMU,under,win,0.9090909090909091,5.85070272455452,-3.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2022,13,1,401404133,Notre Dame at USC,under,loss,-1.0,5.3206949350053705,2.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,3,1,401520249,Georgia Southern at Wisconsin,under,win,0.9090909090909091,6.449052398376985,-16.5,63+,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,3,1,401525836,TCU at Houston,under,win,0.9090909090909091,4.132041040446576,-15.0,63+,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,3,1,401520229,North Texas at Louisiana Tech,under,loss,-1.0,3.511051803083969,10.5,63+,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,5,1,401520288,LSU at Ole Miss,under,loss,-1.0,7.665586289649568,37.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,5,1,401524021,Washington at Arizona,under,win,0.9090909090909091,5.371036110919599,-12.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,5,1,401531883,Texas State at Southern Miss,under,loss,-1.0,4.933755690338951,23.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,6,1,401520308,Arkansas at Ole Miss,under,win,0.9090909090909091,9.415956527596183,-15.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,6,1,401540292,Rhode Island at Brown,under,loss,-1.0,5.777013507738943,0.5,63+,William Hill (New Jersey)
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,6,1,401531884,Texas State at Louisiana,under,win,0.9090909090909091,5.58400556759649,-4.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,8,1,401525528,Boston College at Georgia Tech,under,loss,-1.0,5.563942687508985,4.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,8,1,401532602,Utah State at San José State,under,win,0.9090909090909091,5.2555547092179085,-2.5,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,8,1,401540254,Idaho State at Portland State,under,win,0.9090909090909091,4.805080621158552,-6.5,63+,William Hill (New Jersey)
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,11,1,401525892,Oklahoma State at UCF,under,win,0.9090909090909091,7.296319374145147,-16.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,11,1,401531437,North Texas at SMU,under,win,0.9090909090909091,4.453605948327004,-2.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,11,1,401531913,App State at Georgia State,under,win,0.9090909090909091,3.508153997518093,-6.5,56-63,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,12,1,401524060,Washington at Oregon State,under,win,0.9090909090909091,7.863422080884453,-22.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,12,1,401540493,Maine at New Hampshire,under,win,0.9090909090909091,5.652451139321101,-2.5,63+,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,12,1,401520416,UL Monroe at Ole Miss,under,win,0.9090909090909091,5.543243126288308,-24.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,13,1,401520430,Georgia at Georgia Tech,under,win,0.9090909090909091,10.132179936002354,-5.5,56-63,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,13,1,401525900,TCU at Oklahoma,under,loss,-1.0,4.110745959626859,48.5,63+,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2023,13,1,401531922,Georgia Southern at App State,under,loss,-1.0,3.7644369832820495,18.5,63+,Bovada
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,1,1,401628319,Western Kentucky at Alabama,under,loss,-1.0,7.842665219208476,3.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,1,1,401634300,TCU at Stanford,under,push,0.0,7.002891129269016,0.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,1,1,401628328,Temple at Oklahoma,under,win,0.9090909090909091,6.825759345189264,-5.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,2,1,401628342,Middle Tennessee at Ole Miss,under,win,0.9090909090909091,6.179899712357153,-8.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,2,1,401643708,Georgia Southern at Nevada,under,win,0.9090909090909091,5.513970895048729,-21.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,2,1,401632068,Eastern Kentucky at Western Kentucky,under,win,0.9090909090909091,4.734265897957611,-28.5,56-63,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,3,1,401628360,Kent State at Tennessee,under,loss,-1.0,7.080696940647416,8.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,3,1,401636869,Oklahoma State at Tulsa,under,win,0.9090909090909091,6.447786846822884,-7.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,3,1,401628356,Toledo at Mississippi State,under,win,0.9090909090909091,5.090381992749484,-1.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,4,1,401628366,Georgia Southern at Ole Miss,under,win,0.9090909090909091,9.083769972987094,-3.5,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,4,1,401643790,South Alabama at App State,under,win,0.9090909090909091,6.787808837443402,-0.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,4,1,401635557,TCU at SMU,under,loss,-1.0,6.762305628255231,49.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,6,1,401635572,Pittsburgh at North Carolina,under,win,0.9090909090909091,6.895575549010539,-5.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,6,1,401643800,South Alabama at Arkansas State,under,win,0.9090909090909091,4.142138012784975,-28.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,6,1,401628380,UCF at Florida,under,win,0.9090909090909091,3.8972972030486006,-25.0,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,7,1,401643806,App State at Louisiana,under,win,0.9090909090909091,4.395400709321383,-6.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,7,1,401635577,Georgia Tech at North Carolina,under,loss,-1.0,3.5897674198148923,14.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,7,1,401643804,Marshall at Georgia Southern,under,win,0.9090909090909091,3.5374782218573717,-11.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,9,1,401628667,Towson at Monmouth,under,win,0.9090909090909091,3.811624850868384,-22.5,56-63,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,9,1,401643741,New Mexico at Colorado State,under,win,0.9090909090909091,3.744607124450517,-38.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,9,1,401643745,Utah State at Wyoming,under,win,0.9090909090909091,3.618953129850309,-4.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,10,1,401640994,Jacksonville State at Liberty,under,win,0.9090909090909091,8.941076111437116,-12.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,10,1,401634114,Portland State at Sacramento State,under,loss,-1.0,5.268942483996617,27.5,63+,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,10,1,401635600,Louisville at Clemson,under,win,0.9090909090909091,3.722497508594071,-8.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,12,1,401634122,Idaho State at Eastern Washington,under,loss,-1.0,7.541269220102683,49.5,63+,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,12,1,401635583,Wake Forest at North Carolina,under,win,0.9090909090909091,5.098037380574472,-9.5,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,12,1,401645366,North Texas at UTSA,under,loss,-1.0,3.560851692005209,2.0,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,13,1,401645372,East Carolina at North Texas,under,win,0.9090909090909091,6.2862383140255655,-6.5,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,13,1,401643767,UNLV at San José State,under,win,0.9090909090909091,6.245799021890251,-16.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,13,1,401638699,Davidson at Valparaiso,under,win,0.9090909090909091,3.5981251403417915,-22.5,56-63,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,14,1,401641006,Jacksonville State at Western Kentucky,under,win,0.9090909090909091,5.22447997143353,-26.5,56-63,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,14,1,401635623,Miami at Syracuse,under,loss,-1.0,5.148263696674192,12.5,63+,DraftKings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2024,14,1,401636938,Oklahoma State at Colorado,under,win,0.9090909090909091,4.791686939839252,-15.0,63+,DraftKings
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,1,1,400933829,Georgia Southern at Auburn,under,win,0.9090909090909091,9.763862942831048,-11.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,1,1,400941789,UL Monroe at Memphis,under,loss,-1.0,8.078854370504585,4.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,2,1,400935347,Indiana at Virginia,under,win,0.9090909090909091,8.180001846848766,-5.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,2,1,400938601,North Texas at SMU,under,loss,-1.0,6.9782831767894855,21.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,3,1,400934511,Texas at USC,under,win,0.9090909090909091,10.541415457897726,-16.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,3,1,400944837,Troy at New Mexico State,under,win,0.9090909090909091,7.876360114437367,-9.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,4,1,400938619,UTEP at New Mexico State,under,win,0.9090909090909091,9.535071158518027,-4.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,4,1,400937478,Wake Forest at App State,under,win,0.9090909090909091,8.14929718169768,-9.5,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,5,1,400938623,Middle Tennessee at Florida Atlantic,under,win,0.9090909090909091,8.598555830400288,-2.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,5,1,400935288,Washington at Oregon State,under,win,0.9090909090909091,8.194379931991115,-10.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,6,1,400944991,Eastern Michigan at Toledo,under,win,0.9090909090909091,10.199084988511435,-25.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,6,1,400938631,Western Kentucky at UTEP,under,win,0.9090909090909091,9.05253366177322,-24.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,7,1,400934530,TCU at Kansas State,under,win,0.9090909090909091,9.793522803464883,-17.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,7,1,400934526,Baylor at Oklahoma State,under,loss,-1.0,7.355262618244676,6.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,8,1,400934534,Oklahoma at Kansas State,under,loss,-1.0,9.546882088398512,21.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,8,1,400934578,USC at Notre Dame,under,loss,-1.0,8.278764872982686,1.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,9,1,400933901,Missouri at UConn,under,win,0.9090909090909091,10.0182831758735,-11.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,9,1,400935394,Penn State at Ohio State,under,loss,-1.0,8.741134644995343,19.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,10,1,400945011,Ball State at Eastern Michigan,under,loss,-1.0,10.814166539691266,23.0,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,10,1,400933909,Florida at Missouri,under,win,0.9090909090909091,10.056224310532626,-0.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,11,1,400933915,Louisiana at Ole Miss,under,loss,-1.0,7.459067668771448,4.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,11,1,400937515,NC State at Boston College,under,win,0.9090909090909091,6.3710620050521545,-23.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,12,1,400937520,Boston College at UConn,under,loss,-1.0,9.52588130523012,4.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,12,1,400938895,Massachusetts at BYU,under,win,0.9090909090909091,9.01744535965418,-25.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,13,1,400933931,Missouri at Arkansas,under,loss,-1.0,10.707377699743388,24.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,13,1,400944881,Georgia Southern at Louisiana,under,loss,-1.0,10.337035924397863,1.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,14,1,400955155,Miami at Clemson,under,win,0.9090909090909091,4.894412438545837,-6.5,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2017,14,1,400944884,Louisiana at App State,under,loss,-1.0,4.89251881002951,19.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,1,1,401014975,Marshall at Miami (OH),under,loss,-1.0,9.189314873547334,12.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,1,1,401014974,Louisiana Tech at South Alabama,under,loss,-1.0,7.52265070423796,5.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,2,1,401012732,Southern Utah at Oregon State,under,loss,-1.0,13.376473631361554,3.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,2,1,401012726,Arizona at Houston,under,win,0.9090909090909091,10.201284116152753,-8.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,3,1,401022521,Prairie View A&M at UNLV,under,win,0.9090909090909091,11.691073520141916,-4.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,3,1,401012277,Alabama at Ole Miss,under,win,0.9090909090909091,10.806487259530236,-2.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,4,1,401012750,Arizona at Oregon State,under,win,0.9090909090909091,17.25023630300798,-24.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,4,1,401022524,Duquesne at Hawai'i,under,win,0.9090909090909091,15.795278851346596,-10.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,5,1,401012757,Oregon at California,under,loss,-1.0,9.31995524100459,7.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,5,1,401021666,Arkansas State at Georgia Southern,under,win,0.9090909090909091,9.093794766164327,-5.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,6,1,401012302,Vanderbilt at Georgia,under,win,0.9090909090909091,9.703565461640284,-2.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,6,1,401022531,Wyoming at Hawai'i,under,win,0.9090909090909091,8.99781383364366,-22.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,7,1,401012308,Ole Miss at Arkansas,under,loss,-1.0,9.967233290244824,4.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,7,1,401020760,Western Michigan at Bowling Green,under,loss,-1.0,8.394007588883538,8.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,8,1,401019511,UConn at South Florida,under,push,0.0,8.28349652962359,0.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,8,1,401019512,Houston at Navy,under,loss,-1.0,7.497397817861,26.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,9,1,401019514,Cincinnati at SMU,under,win,0.9090909090909091,10.965634502187417,-4.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,9,1,401021681,Arkansas State at Louisiana,under,loss,-1.0,8.084910338508367,20.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,10,1,401012328,South Carolina at Ole Miss,under,loss,-1.0,10.52632031888351,23.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,10,1,401022553,Fresno State at UNLV,under,win,0.9090909090909091,7.979812478900941,-8.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,11,1,401015042,North Texas at Old Dominion,under,win,0.9090909090909091,10.163727687823396,-2.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,11,1,401013333,Purdue at Minnesota,under,win,0.9090909090909091,9.853134087456985,-7.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,12,1,401022564,UNLV at Hawai'i,under,win,0.9090909090909091,12.16899630261471,-9.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,12,1,401019530,Memphis at SMU,under,win,0.9090909090909091,11.930091102322976,-29.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,13,1,401012797,Oregon at Oregon State,under,win,0.9090909090909091,14.12658385925083,-1.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,13,1,401019540,SMU at Tulsa,under,win,0.9090909090909091,8.974945156602072,-3.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,14,1,401056701,Louisiana at App State,under,win,0.9090909090909091,6.362506924596368,-6.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2018,14,1,401099853,Stanford at California,under,win,0.9090909090909091,6.35195809827183,-9.5,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,1,1,401119253,UAlbany at Central Michigan,under,loss,-1.0,10.332358401504408,14.0,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,1,1,401110720,Duke at Alabama,under,win,0.9090909090909091,6.403135483926735,-12.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,2,1,401112140,UTEP at Texas Tech,under,win,0.9090909090909091,4.8657826614992885,-23.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,2,1,401114251,Marshall at Boise State,under,win,0.9090909090909091,4.575818261174213,-37.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,3,1,401114234,Hawai'i at Washington,under,loss,-1.0,7.747219900324771,13.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,3,1,401119263,Akron at Central Michigan,under,loss,-1.0,6.4212749906851645,23.5,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,4,1,401112462,Western Michigan at Syracuse,under,loss,-1.0,8.145623576955163,18.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,4,1,401114340,New Mexico State at New Mexico,under,loss,-1.0,7.452089413809183,38.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,5,1,401119270,Buffalo at Miami (OH),under,loss,-1.0,9.150574511329191,7.0,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,5,1,401114356,Akron at Massachusetts,under,loss,-1.0,6.904310340849589,5.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,6,1,401119273,Eastern Michigan at Central Michigan,under,loss,-1.0,9.056169027793604,4.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,6,1,401114274,Massachusetts at Florida International,under,win,0.9090909090909091,7.9177615879881085,-25.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,7,1,401114204,Utah at Oregon State,under,win,0.9090909090909091,6.353560377875159,-0.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,7,1,401114343,New Mexico State at Central Michigan,under,loss,-1.0,5.737717018560503,13.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,8,1,401114169,Arizona at USC,under,win,0.9090909090909091,6.673767608049226,-14.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,8,1,401114287,UTEP at Florida International,under,win,0.9090909090909091,6.186081554573796,-2.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,9,1,401119290,Eastern Michigan at Toledo,under,loss,-1.0,7.777261073913638,19.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,9,1,401121957,App State at South Alabama,under,win,0.9090909090909091,7.085071887526886,-17.5,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,10,1,401119295,Northern Illinois at Central Michigan,under,loss,-1.0,8.847970678044396,9.0,42-49,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,10,1,401114303,UTEP at North Texas,under,loss,-1.0,8.322154622379749,19.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,11,1,401117900,UCF at Tulsa,under,win,0.9090909090909091,7.083843487863071,-3.0,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,11,1,401117543,San José State at Hawai'i,under,loss,-1.0,5.211814484908005,3.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,12,1,401114172,Arizona at Oregon,under,win,0.9090909090909091,6.604997711855215,-28.5,63+,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,12,1,401114161,Arizona State at Oregon State,under,loss,-1.0,5.281791269793742,13.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,13,1,401121973,Texas State at App State,under,win,0.9090909090909091,8.375051042972462,-2.0,49-56,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,13,1,401119305,Eastern Michigan at Northern Illinois,under,loss,-1.0,8.177177735682193,4.0,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,14,1,401112524,North Carolina at NC State,under,win,0.9090909090909091,9.080581893140904,-6.5,56-63,consensus
hgb_under_3p5_consensus_2leg_top1_nonoverlap,hgb_under_3p5_consensus,2,2019,14,1,401114324,Middle Tennessee at Western Kentucky,under,loss,-1.0,8.129977515735622,10.5,42-49,consensus
