card_strategy,base_strategy,legs,season,week,weekly_rank,game_id,matchup,side,result,straight_units,abs_pred_edge,market_residual,total_bin,line_provider
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,3,1,401636869,Oklahoma State at Tulsa,under,win,0.9090909090909091,6.447786846822884,-7.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,3,2,401628356,Toledo at Mississippi State,under,win,0.9090909090909091,5.090381992749484,-1.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,3,2,401640990,UTEP at Liberty,under,win,0.9090909090909091,4.942080326238263,-19.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,4,1,401628366,Georgia Southern at Ole Miss,under,win,0.9090909090909091,9.083769972987094,-3.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,4,1,401643790,South Alabama at App State,under,win,0.9090909090909091,6.787808837443402,-0.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,4,2,401635557,TCU at SMU,under,loss,-1.0,6.762305628255231,49.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,4,2,401641037,Toledo at Western Kentucky,under,win,0.9090909090909091,5.837671155082483,-13.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,5,1,401636882,TCU at Kansas,under,loss,-1.0,6.1220066626904375,6.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,5,1,401636883,Oklahoma State at Kansas State,under,loss,-1.0,5.092654118158898,4.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,6,1,401635572,Pittsburgh at North Carolina,under,win,0.9090909090909091,6.895575549010539,-5.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,6,1,401643800,South Alabama at Arkansas State,under,win,0.9090909090909091,4.142138012784975,-28.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,7,1,401643806,App State at Louisiana,under,win,0.9090909090909091,4.395400709321383,-6.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,7,1,401635577,Georgia Tech at North Carolina,under,loss,-1.0,3.5897674198148923,14.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,9,1,401628667,Towson at Monmouth,under,win,0.9090909090909091,3.811624850868384,-22.5,56-63,ESPN Bet
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,9,1,401643741,New Mexico at Colorado State,under,win,0.9090909090909091,3.744607124450517,-38.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,10,1,401640994,Jacksonville State at Liberty,under,win,0.9090909090909091,8.941076111437116,-12.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,10,1,401634114,Portland State at Sacramento State,under,loss,-1.0,5.268942483996617,27.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,10,2,401635600,Louisville at Clemson,under,win,0.9090909090909091,3.722497508594071,-8.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,10,2,401634111,Montana State at Eastern Washington,under,loss,-1.0,3.6620035584401234,6.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,11,1,401643754,New Mexico at San Diego State,under,win,0.9090909090909091,7.365801957848033,-28.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,11,1,401634006,Tennessee State at Western Illinois,under,loss,-1.0,5.676041342302643,2.5,56-63,ESPN Bet
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,12,1,401634122,Idaho State at Eastern Washington,under,loss,-1.0,7.541269220102683,49.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,12,1,401635583,Wake Forest at North Carolina,under,win,0.9090909090909091,5.098037380574472,-9.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,13,1,401645372,East Carolina at North Texas,under,win,0.9090909090909091,6.2862383140255655,-6.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,13,1,401643767,UNLV at San José State,under,win,0.9090909090909091,6.245799021890251,-16.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,14,1,401641006,Jacksonville State at Western Kentucky,under,win,0.9090909090909091,5.22447997143353,-26.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,14,1,401635623,Miami at Syracuse,under,loss,-1.0,5.148263696674192,12.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,14,2,401636938,Oklahoma State at Colorado,under,win,0.9090909090909091,4.791686939839252,-15.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2024,14,2,401634252,Alabama A&M at Florida A&M,under,win,0.9090909090909091,3.7738567695307337,-9.5,56-63,ESPN Bet
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,1,1,400869090,Hawai'i at California,under,loss,-1.0,5.0682476300282016,16.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,1,1,400869507,Oklahoma at Houston,under,win,0.9090909090909091,4.704696529060801,-9.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,1,1,400869342,Indiana at Florida International,under,win,0.9090909090909091,4.262248586225167,-17.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,2,1,400869430,Troy at Clemson,under,win,0.9090909090909091,10.697025273230008,-8.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,2,1,400869511,Cincinnati at Purdue,under,loss,-1.0,8.558090690991504,0.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,2,1,400869107,California at San Diego State,under,loss,-1.0,5.718630977047348,25.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,3,1,400869109,Arizona State at UTSA,under,loss,-1.0,9.395962686329131,2.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,3,1,400868995,New Mexico State at Kentucky,under,loss,-1.0,7.740946043312929,38.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,3,1,400869362,Troy at Southern Miss,under,loss,-1.0,7.165101136951651,7.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,4,1,400869450,Syracuse at UConn,under,win,0.9090909090909091,10.251238457098134,-3.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,4,1,400869203,Nevada at Purdue,under,win,0.9090909090909091,7.453197807697516,-21.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,4,1,400869202,Tulsa at Fresno State,under,loss,-1.0,7.215493787289421,22.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,5,1,400869126,Arizona State at USC,under,win,0.9090909090909091,8.668008201944081,-2.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,5,1,400869453,Louisville at Clemson,under,loss,-1.0,7.587294521387339,14.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,5,1,400869128,Utah at California,under,win,0.9090909090909091,5.302097485343782,-13.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,6,1,400869217,Hawai'i at San José State,under,win,0.9090909090909091,7.179716747585553,-11.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,6,1,400869134,California at Oregon State,under,loss,-1.0,6.95922501315306,21.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,6,1,400869303,Northern Illinois at Western Michigan,under,loss,-1.0,5.790172819813459,6.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,7,1,400869541,Tulsa at Houston,under,loss,-1.0,8.55617674698255,1.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,7,1,400869462,NC State at Clemson,under,win,0.9090909090909091,4.653693149960715,-19.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,7,1,400869466,Virginia Tech at Syracuse,under,win,0.9090909090909091,4.43884010764578,-17.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,8,1,400869225,Hawai'i at Air Force,under,loss,-1.0,13.050216980759185,3.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,8,1,400869544,East Carolina at Cincinnati,under,win,0.9090909090909091,11.244438382157382,-13.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,8,1,400869834,Louisiana at Texas State,under,win,0.9090909090909091,7.668459790060165,-35.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,9,1,400869145,California at USC,under,win,0.9090909090909091,7.8837923279727615,-4.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,9,1,400869391,Middle Tennessee at Florida International,under,loss,-1.0,6.519493782860732,14.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,9,1,400869629,Texas Tech at TCU,under,win,0.9090909090909091,5.8238418600521165,-36.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,10,1,400869477,Syracuse at Clemson,under,win,0.9090909090909091,9.519419557440296,-15.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,10,1,400869479,Florida State at NC State,under,win,0.9090909090909091,8.80676467950402,-14.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,10,1,400869322,Toledo at Akron,under,win,0.9090909090909091,8.39015147106681,-7.0,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,11,1,400869485,Pittsburgh at Clemson,under,loss,-1.0,7.6174450794327235,24.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,11,1,400869692,Northwestern at Purdue,under,loss,-1.0,7.344235773224422,4.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,11,1,400869487,Wake Forest at Louisville,under,win,0.9090909090909091,7.247636806769616,-0.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,12,1,400869623,Oklahoma State at TCU,under,win,0.9090909090909091,12.23681664370923,-31.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,12,1,400869332,Ball State at Toledo,under,win,0.9090909090909091,8.346077629700837,-12.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,12,1,400869166,Stanford at California,under,loss,-1.0,7.694539548938719,15.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,13,1,400869169,UCLA at California,under,win,0.9090909090909091,8.960543489627995,-24.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,13,1,400869252,Boise State at Air Force,under,win,0.9090909090909091,7.640836055644723,-16.5,63+,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2016,13,1,400868956,Notre Dame at USC,under,loss,-1.0,6.100652975434787,12.5,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,1,1,400933829,Georgia Southern at Auburn,under,win,0.9090909090909091,9.763862942831048,-11.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,1,1,400941789,UL Monroe at Memphis,under,loss,-1.0,8.078854370504585,4.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,1,1,400934493,Tulsa at Oklahoma State,under,loss,-1.0,7.492515365585323,11.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,2,1,400938601,North Texas at SMU,under,loss,-1.0,6.9782831767894855,21.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,2,1,400941798,Louisiana at Tulsa,under,loss,-1.0,6.112845774057524,49.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,2,1,400937459,Middle Tennessee at Syracuse,under,win,0.9090909090909091,5.888247291596724,-20.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,3,1,400934511,Texas at USC,under,win,0.9090909090909091,10.541415457897726,-16.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,3,1,400944837,Troy at New Mexico State,under,win,0.9090909090909091,7.876360114437367,-9.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,3,1,400934512,Arizona State at Texas Tech,under,loss,-1.0,7.659609788612999,23.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,4,1,400938619,UTEP at New Mexico State,under,win,0.9090909090909091,9.535071158518027,-4.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,4,1,400934518,Texas Tech at Houston,under,win,0.9090909090909091,6.727301645350376,-17.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,4,1,400934516,TCU at Oklahoma State,under,loss,-1.0,6.50395103536578,7.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,5,1,400938623,Middle Tennessee at Florida Atlantic,under,win,0.9090909090909091,8.598555830400288,-2.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,5,1,400935288,Washington at Oregon State,under,win,0.9090909090909091,8.194379931991115,-10.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,5,1,400985406,Memphis at UCF,under,win,0.9090909090909091,7.584940294090824,-15.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,6,1,400944991,Eastern Michigan at Toledo,under,win,0.9090909090909091,10.199084988511435,-25.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,6,1,400941817,Temple at East Carolina,under,win,0.9090909090909091,7.521739781997527,-15.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,6,1,400941814,Memphis at UConn,under,loss,-1.0,6.660668968258331,25.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,7,1,400934526,Baylor at Oklahoma State,under,loss,-1.0,7.355262618244676,6.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,7,1,400941821,UConn at Temple,under,win,0.9090909090909091,3.898042160596797,-5.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,7,1,400944854,Coastal Carolina at Arkansas State,under,loss,-1.0,3.7495229615852663,5.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,8,1,400934578,USC at Notre Dame,under,loss,-1.0,8.278764872982686,1.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,8,1,400941827,Tulsa at UConn,under,win,0.9090909090909091,8.176453927074464,-43.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,8,1,400944857,Louisiana at Arkansas State,under,win,0.9090909090909091,8.016477211010981,-16.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,9,1,400933901,Missouri at UConn,under,win,0.9090909090909091,10.0182831758735,-11.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,9,1,400935394,Penn State at Ohio State,under,loss,-1.0,8.741134644995343,19.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,9,1,400941831,Tulsa at SMU,under,win,0.9090909090909091,6.481388280610166,-4.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,10,1,400933909,Florida at Missouri,under,win,0.9090909090909091,10.056224310532626,-0.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,10,1,400941835,Memphis at Tulsa,under,win,0.9090909090909091,7.087058547325792,-26.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,10,1,400935312,Colorado at Arizona State,under,loss,-1.0,6.575051945729431,12.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,11,1,400933915,Louisiana at Ole Miss,under,loss,-1.0,7.459067668771448,4.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,11,1,400941842,UConn at UCF,under,loss,-1.0,5.0403807473297,9.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,11,1,400935407,Michigan State at Ohio State,under,win,0.9090909090909091,4.571937953123099,-5.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,12,1,400935415,Nebraska at Penn State,under,loss,-1.0,8.966035331284372,41.0,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,12,1,400941845,Cincinnati at East Carolina,under,loss,-1.0,8.905117074610933,0.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,12,1,400937524,Syracuse at Louisville,under,win,0.9090909090909091,8.827460361304086,-3.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,13,1,400933931,Missouri at Arkansas,under,loss,-1.0,10.707377699743388,24.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,13,1,400944881,Georgia Southern at Louisiana,under,loss,-1.0,10.337035924397863,1.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2017,13,1,400941853,Temple at Tulsa,under,loss,-1.0,5.267791654507603,8.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2018,1,1,401012679,Cincinnati at UCLA,under,win,0.9090909090909091,5.936401905521156,-19.0,56-63,teamrankings
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2018,1,1,401079833,North Carolina A&T at East Carolina,under,win,0.9090909090909091,5.622325150964062,-13.5,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2018,1,1,401013072,Southern at TCU,under,loss,-1.0,5.163412181100263,4.5,56-63,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2018,2,1,401012732,Southern Utah at Oregon State,under,loss,-1.0,13.376473631361554,3.0,63+,consensus
hgb_under_3p5_high_total_3leg_top1_nonoverlap,hgb_under_3p5_high_total,3,2018,2,1,401012726,Arizona at Houston,under,win,0.9090909090909091,10.201284116152753,-8.5,63+,consensus
